TITLE,LOCATION,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES,PRICE_NPR,RATE_VALUE,RATE_UNIT,RATE_DENOMINATOR,LAND_AREA_AANA,BUILDUP_AREA_SQFT,ROAD_ACCESS_FEET
 House for Sale in land price,"Swoyambhu, Kathmandu",East,2.5,6.0,4.0,2078 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']",,5000000.0,NPR,aana,9.0,,20.0
 House for Sale,"Bhaisepati, Lalitpur",North,2.5,5.0,5.0,2077 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",27500000.0,,,,3.2,,13.0
 House for Sale,"Sudal, Bhaktapur",East,1.0,2.0,1.0,2074 B.S,,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Reserve Tank', 'Lawn', 'Balcony', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom', 'Modular Kitchen']",12700000.0,,,,4.0,,13.0
Bungalow House for Rent,"Baluwatar, Kathmandu",South-East,2.5,4.0,4.0,2068 B.S,5 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn']",22500000.0,,,,4.0,,20.0
Bungalow House for Sale,"Bhaisepati, Lalitpur",South,3.5,6.0,4.0,2070 B.S,3 CaRs.  & 2 Bikes,"['Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace', 'Servant Quarter', 'Basement']",61000000.0,,,,6.0,,18.0
Bungalow House for Sale,"Hattiban, Lalitpur",South,3.5,5.0,4.0,2079 B.S,1 CaRs.  & 3 Bikes,"['Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace', 'Basement', 'Servant Quarter']",36900000.0,,,,4.1,2777.93,18.0
3 BHK House at Civil Homes Phase V,"Sunakothi, Lalitpur",East,2.0,3.0,2.0,2070 B.S,1 CaRs.  & 1 Bikes,"['Modular Kitchen', 'Parquet', 'Drainage', 'CC Camera', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Lawn', 'Terrace']",23000000.0,,,,2.3,,20.0
Luxurious Villa for Sale,"Budhanilkantha, Kathmandu",South,2.0,5.0,5.0,2079 B.S,6 CaRs.,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Modular Kitchen']",32000000.0,,,,4.0,,14.0
 House for Sale,"Nil Barahi Mandir, Bhaktapur",South-West,2.5,6.0,3.0,2078 B.S,3 Bikes,"['Earthquake Resistant', 'Boring Water', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom']",15500000.0,,,,3.2,,20.0
Duplex House for Sale,"Dhapasi, Kathmandu",West,2.5,7.0,6.0,2080 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water']",42500000.0,,,,4.2,,13.0
Exquisite property for sale,"Katyani Chowk, Kathmandu",East,2.5,9.0,4.0,2074 B.S,1 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Terrace', 'Balcony', 'Drinking Water', 'Servant Quarter', 'Dining Room', 'Bed Room', 'Bathroom']",65000000.0,,,,7.0,3000.0,24.0
Bungalow for Sale,"Gaurighat, Kathmandu",North,2.0,6.0,5.0,2076 B.S,5 CaRs.  & 9 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Reserve Tank', 'Balcony', 'Terrace', 'Servant Quarter']",35000000.0,,,,4.0,,15.0
 House for Sale,"Budhanilkantha, Kathmandu",South,3.0,6.0,6.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",28000000.0,,,,3.2,,16.0
2 BHK House for Sale,"Lubhu, Lalitpur",South,1.5,2.0,1.0,2077 B.S,1 CaRs.  & 1 Bikes,"['Garden', 'Parking', 'Drinking Water', 'Water Well', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Store Room', 'Earthquake Resistant', 'Marbel']",13300000.0,,,,3.0,,13.0
4 BHK House for Rent,"Bhaisepati, Lalitpur",North-West,2.5,4.0,3.0,2070 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",,65000.0,NPR,m,4.0,,20.0
Bungalow House for Sale,"Hattigaunda, Kathmandu",South-West,2.5,5.0,4.0,2079 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn']",,,,,15.0,4000.0,20.0
 House for Sale,"Imadol, Lalitpur",South,2.0,4.0,2.0,2075 B.S,,"['Earthquake Resistant', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Water Well', 'Modular Kitchen', 'Guest Room', 'Bed Room', 'Dining Room']",16000000.0,,,,2.2,,13.0
 House for Sale,"Harisiddhi, Lalitpur",West,2.5,4.0,4.0,2068 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Parking', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",25000000.0,,,,3.1,,13.0
 House for Sale,"Harisiddhi, Lalitpur",West,2.5,5.0,4.0,2076 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']",28000000.0,,,,3.0,,20.0
 House for Sale,"Imadol, Lalitpur",South-West,2.5,5.0,3.0,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",27000000.0,,,,3.2,,14.0
 House for Sale,"Bhaisepati, Lalitpur",South,2.5,5.0,5.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",39900000.0,,,,4.2,,16.0
4 BHK House for Sale,"Bhaisepati, Lalitpur",South,3.5,4.0,4.0,2076 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Dining Room', 'Bed Room']",49900000.0,,,,5.0,,16.0
 House for Sale,"Lubhu, Lalitpur",East,2.5,5.0,3.0,2076 B.S,1 Bikes,"['Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']",17000000.0,,,,4.2,,10.0
 House for Sale,"Bhaisepati, Lalitpur",South-West,2.5,4.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Internet', 'Dining Room']",42500000.0,,,,3.3,,20.0
 House For Sale,"Sanagaun, Lalitpur",West,2.0,4.0,2.0,2077 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Balcony', 'Parking', 'Garden', 'Reserve Tank', 'Terrace', 'Water Well', 'Basement', 'Dining Room']",17000000.0,,,,3.0,,13.0
5 BHK Bungalow for Rent,"Budhanilkantha, Kathmandu",East,2.5,5.0,5.0,2074 B.S,3 CaRs.  & 3 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Boring Water', 'Water Well', 'Reserve Tank', 'Servant Quarter']",,140000.0,NPR,m,12.1,,16.0
Bungalow House for Sale,"Balkot, Bhaktapur",South-East,2.5,5.0,4.0,2076 B.S,2 CaRs.,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Garden', 'Drinking Water', 'Terrace', 'Reserve Tank', 'Balcony', 'Bed Room', 'Dining Room']",52500000.0,,,,5.0,,20.0
 House for Rent,"Khumaltar, Lalitpur",,2.0,6.0,3.0,2076 B.S,6 CaRs.,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Terrace', 'Balcony', 'Drinking Water', 'Reserve Tank', 'Boring Water', 'Dining Room', 'Bed Room']",,150000.0,NPR,m,16.0,,20.0
 House for Sale,"Bageshwori, Bhaktapur",South,2.5,7.0,3.0,2074 B.S,2 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Garden', 'Drinking Water', 'Parking', 'Balcony', 'Reserve Tank', 'Internet', 'Bathroom', 'Living Room', 'Bed Room', 'Laundry Room']",25000000.0,,,,5.0,2514.5,13.0
Duplex House for Sale,"Bhangal , Kathmandu",West,2.5,7.0,5.0,2079 B.S,2 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water', 'Power Backup', 'Living Room']",32000000.0,,,,4.2,,13.0
 House for Sale,"Tikathali, Lalitpur",South,3.0,6.0,3.0,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",25000000.0,,,,3.2,,18.0
4 BHK House for Sale,"Imadol, Lalitpur",West,2.5,4.0,3.0,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Living Room']",23500000.0,,,,3.2,,13.0
 House for Rent,"Muhanpokhari, Kathmandu",South,3.0,7.0,5.0,2074 B.S,4 CaRs.  & 5 Bikes,[],20000000.0,,,,3.2,,20.0
3 BHK House for Sale,"Samakhusi, Kathmandu",West,2.5,3.0,4.0,2076 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",39000000.0,,,,3.0,1864.0,13.0
 House for Sale,"Budhanilkantha, Kathmandu",North,2.5,5.0,5.0,2076 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']",33000000.0,,,,6.0,,12.0
Bungalow House for Sale,"Chandol, Kathmandu",East,2.5,6.0,6.0,2070 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']",85000000.0,,,,9.3,,20.0
Bungalow House for Sale,"Hepali Height, Kathmandu",North,3.5,4.0,4.0,2080 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace']",60300000.0,,,,5.0,,16.0
House for Sale,"Imadol, Lalitpur",South,2.5,4.0,2.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bathroom']",16500000.0,,,,3.1,,16.0
4 BHK House for Sale,"Imadol, Lalitpur",North-West,2.5,4.0,4.0,2076 B.S,1 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']",22500000.0,,,,3.1,,20.0
 House for Sale,"Hepali Height, Kathmandu",South,2.5,6.0,5.0,2076 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']",33000000.0,,,,6.2,,13.0
Bungalow House for Sale,"Mandikhatar, Kathmandu",South-West,3.5,8.0,6.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",75000000.0,,,,9.1,3800.0,16.0
 House for Sale,"Imadol, Lalitpur",West,3.0,5.0,3.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Reserve Tank', 'Balcony', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room', 'Modular Kitchen']",27500000.0,,,,3.1,,13.0
 House for Sale,"Bojepokhari, Lalitpur",East,2.5,6.0,5.0,2077 B.S,1 CaRs.,"['Earthquake Resistant', 'Marbel', 'Balcony', 'Drainage', 'Parking', 'Boring Water', 'Reserve Tank', 'Terrace', 'Bathroom', 'Bed Room', 'Master Bedroom']",28500000.0,,,,3.2,,12.0
 House for Rent,"Ranibari, Kathmandu",South-West,3.5,7.0,5.0,2074 B.S,2 CaRs.,"['Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Reserve Tank', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']",,105000.0,NPR,m,5.1,3119.28,12.0
Semi Furnished House for Sale,"Hattigaunda, Kathmandu",East,2.5,6.0,5.0,2080 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water']",31500000.0,,,,4.0,,14.0
 House for Sale,"Tikathali, Lalitpur",North,2.5,7.0,4.0,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Reserve Tank', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room']",27500000.0,,,,4.0,,13.0
 House for Sale,"Imadol, Lalitpur",East,3.5,6.0,4.0,2074 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",23500000.0,,,,3.0,,13.0
 House for Sale,"Thaiba, Lalitpur",North-East,2.5,6.0,4.0,2074 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Drainage', 'Drinking Water', 'Garden', 'Parking', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",29000000.0,,,,5.2,,20.0
 House for Sale,"Tikathali, Lalitpur",North,3.0,6.0,5.0,2074 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parquet', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",25500000.0,,,,3.0,,13.0
3 BHK House for Sale,"Imadol, Lalitpur",North,2.5,3.0,4.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']",32500000.0,,,,4.0,,20.0
 House for Sale,"Imadol, Lalitpur",East,3.5,5.0,4.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",27000000.0,,,,3.3,,13.0
4 BHK House for Sale,"Imadol, Lalitpur",West,2.5,4.0,4.0,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",24500000.0,,,,3.1,,13.0
 House for Sale in land price,"Baneshwor, Kathmandu",West,3.5,,,2072 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace']",,9000000.0,NPR,aana,28.0,,20.0
 House for Sale,"Imadol, Lalitpur",North,2.5,5.0,5.0,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",29500000.0,,,,4.2,,13.0
House for Sale,"Itahari, Sunsari",South,4.0,,,2073 B.S,4 CaRs.  & 4 Bikes,"['Marbel', 'Parking', 'Drinking Water', 'Sofa', 'Internet', 'TV', 'Bathroom', 'Store Room', 'Modular Kitchen', 'Bed Room']",,,,,2.8000000000000003,5600.0,24.0
 House for Sale ,"Lasuntar, Kathmandu",North-East,2.5,5.0,3.0,2080 B.S,1 CaRs.  & 1 Bikes,"['Terrace', 'Parking', 'Drainage', 'Earthquake Resistant', 'Marbel', 'Water Purifier', 'Bed Room', 'Living Room', 'Prayer Room', 'Master Bedroom', 'Modular Kitchen']",25000000.0,,,,4.0,1027.0,12.0
 House for Rent,"Dhapakhel, Lalitpur",East,5.0,5.0,7.0,2072 B.S,4 Bikes,"['Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Water Well', 'Dining Room', 'Bed Room']",38800000.0,,,,4.0,982.0,10.0
 House for Sale,"Khumaltar, Lalitpur",South,2.5,6.0,3.0,2074 B.S,2 CaRs.  & 8 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Drainage', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",45000000.0,,,,6.0,,13.0
4 BHK House for Sale,"Imadol, Lalitpur",East,3.0,4.0,4.0,2073 B.S,1 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drinking Water', 'Parking', 'Balcony', 'Drainage', 'Power Backup', 'Reserve Tank', 'Terrace', 'Dining Room']",24000000.0,,,,2.3,,13.0
4 BHK House for Sale,"Imadol, Lalitpur",North,3.0,4.0,4.0,2073 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",23000000.0,,,,2.2,,13.0
4 BHK House for Sale,"Imadol, Lalitpur",South-West,3.0,4.0,5.0,2074 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",26500000.0,,,,4.0,,13.0
 House for Sale,"Tikathali, Lalitpur",North-West,2.5,5.0,4.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",32000000.0,,,,4.1,,13.0
3 BHK House for Sale,"Imadol, Lalitpur",East,2.5,5.0,5.0,2076 B.S,2 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",29000000.0,,,,3.0,,13.0
 House for Sale,"Imadol, Lalitpur",West,3.5,6.0,4.0,2074 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']",27500000.0,,,,3.0,,20.0
 House for Sale,"Tikathali, Lalitpur",North-East,3.0,6.0,6.0,2073 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",25500000.0,,,,3.2,,13.0
 House for Sale,"Imadol, Lalitpur",West,2.5,5.0,5.0,2073 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Earthquake Resistant', 'Parquet', 'Drainage', 'Power Backup', 'Drinking Water', 'Balcony', 'Parking', 'Reserve Tank', 'Terrace', 'Power Backup']",27500000.0,,,,3.1,,13.0
 House for Sale,"Imadol, Lalitpur",West,3.0,5.0,4.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",34000000.0,,,,3.2,,26.0
4 BHK House for Sale,"Nakkhu, Lalitpur",East,2.5,4.0,4.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",27500000.0,,,,3.2,,20.0
 House for Sale,"Imadol, Lalitpur",North-East,2.5,5.0,3.0,2073 B.S,1 CaRs. & 4 Bikes,"['Reserve Tank', 'Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Terrace', 'Power Backup']",42500000.0,,,,4.1,,20.0
 House for Sale,"Sanagaun, Lalitpur",North-East,2.5,4.0,3.0,2070 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room', 'Living Room']",16000000.0,,,,5.2,,13.0
Duplex House for Sale,"Samakhushi chowk, Kathmandu",North,2.5,6.0,4.0,2079 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Drainage', 'Reserve Tank', 'Terrace', 'Bed Room', 'Bathroom']",35500000.0,,,,3.2,,13.0
 House for Sale,"Imadol, Lalitpur",North-East,2.5,6.0,4.0,2072 B.S,2 Bikes,"['Earthquake Resistant', 'CC Camera', 'Drainage', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Living Room']",27500000.0,,,,3.0,,13.0
 House for Sale,"Lubhu, Lalitpur",East,2.5,6.0,5.0,2074 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",59000000.0,,,,7.1,,20.0
4 BHK House for Rent,"Bhaisepati, Lalitpur",North-West,2.5,4.0,3.0,2076 B.S,1 CaRs.  & 2 Bikes,"['Marbel', 'Earthquake Resistant', 'Power Backup', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup']",28500000.0,,,,4.0,,20.0
 House for Sale,"Taukhel, Lalitpur",West,3.0,5.0,3.0,2076 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Drainage', 'Power Backup', 'Dining Room']",27500000.0,,,,4.0,,12.0
 House for Rent,"Naxal, Kathmandu",South,2.5,6.0,4.0,2073 B.S,10 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Garden', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Bathroom', 'Living Room', 'Power Backup']",,250000.0,NPR,m,24.0,1096.0,15.0
 House for Sale,"Hattiban, Lalitpur",South,2.5,6.0,4.0,2070 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",28000000.0,,,,3.1,,13.0
 House for Sale,"Hattiban, Lalitpur",North-West,2.5,6.0,4.0,2063 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Marbel']",32500000.0,,,,4.0,,14.0
 House for Sale,"Sundarbasti, Kathmandu",East,2.5,6.0,5.0,2071 B.S,2 CaRs.  & 8 Bikes,"['Reserve Tank', 'Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']",39000000.0,,,,4.2,,13.0
"Bungalow On Sale!!! Urgent Property in Bagdole, Lalitpur ","Nakkhu, Lalitpur",East,1.0,3.0,1.0,2065 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Drinking Water', 'Terrace', 'Parking', 'Bathroom']",,7000000.0,NPR,aana,14.4,3080.25,20.0
4 BHK House for Sale,"Narayanthan , Kathmandu",West,2.5,4.0,6.0,2066 B.S,2 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Parquet', 'CC Camera', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn']",42500000.0,,,,4.0,2500.0,20.0
 House for Sale,"Katunje, Bhaktapur",South-West,2.5,5.0,4.0,2072 B.S,2 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Power Backup', 'Dining Room']",34000000.0,,,,4.1,2940.0,13.0
Free House with land purchase,"Bauthali, Kathmandu",North-East,3.0,10.0,8.0,2058 B.S,5 CaRs.  & 9 Bikes,"['CC Camera', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace', 'Gazebo']",,2100000.0,NPR,aana,13.2,2368.08,20.0
Bungalow House for Sale,"Dhapasi, Kathmandu",East,3.0,4.0,5.0,2068 B.S,2 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Boring Water', 'Basement']",47500000.0,,,,7.0,,20.0
